OPPORTUNITY_ID,REGIONAL_OFFICE,PRODUCT_NAME,ESTIMATED_DEAL_VALUE,ESTIMATED_DEAL_SIZE_BAND,DEAL_AGE_DAYS,PIPELINE_STATUS,AGE_BUCKET,BASE_WIN_RATE_BY_SIZE,AGE_MULTIPLIER,ADJUSTED_CLOSE_PROBABILITY,EXPECTED_REVENUE_90D,IS_AT_RISK_FLAG
5IQAJGCU,West,GTX Basic,550.00,small,234,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
LTVGILHP,West,GTX Basic,550.00,small,234,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
MV227O65,West,GTX Plus Pro,5482.00,medium,234,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
E8QHX9TE,West,GTX Plus Pro,5482.00,medium,234,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
I6UG2OLX,East,MG Advanced,3393.00,small,232,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
3N46WQVI,West,MG Advanced,3393.00,small,232,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
ALZNZ666,East,MG Advanced,3393.00,small,231,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
BJO24Z5A,East,GTX Plus Basic,1096.00,small,231,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
EF24VTVA,West,GTX Plus Pro,5482.00,medium,231,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
HY94AVIW,West,GTX Basic,550.00,small,231,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
T4FQOS6J,West,GTX Plus Basic,1096.00,small,231,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
848QSODT,West,GTX Basic,550.00,small,231,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
89P5UVQ0,East,GTXPro,0.00,unknown,231,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
3372JYYQ,East,MG Advanced,3393.00,small,230,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
KJHM27ZM,East,GTX Plus Pro,5482.00,medium,230,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
7YT7NRV9,West,MG Special,55.00,small,230,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
X4FW4JR1,West,GTX Basic,550.00,small,230,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
XAC1J3TF,West,MG Advanced,3393.00,small,230,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
ZIK2R3S7,East,MG Advanced,3393.00,small,229,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
HF2DSIT5,West,GTX Basic,550.00,small,229,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
M3IMVC9G,West,GTX Plus Basic,1096.00,small,229,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
BTRIUUWG,East,GTX Basic,550.00,small,229,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
XRO7PMA2,East,GTX Plus Basic,1096.00,small,228,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
04OAV3CV,West,GTX Plus Pro,5482.00,medium,228,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
8GV0BQTU,West,MG Advanced,3393.00,small,228,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
3SEMPUU1,West,GTXPro,0.00,unknown,228,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
0K59ZLQC,East,GTX Basic,550.00,small,227,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
2BXYT4PD,West,GTX Plus Pro,5482.00,medium,227,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
2FMT1053,West,MG Advanced,3393.00,small,227,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
HU970PDK,West,GTX Plus Pro,5482.00,medium,227,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
D85PDC6S,West,GTX Plus Pro,5482.00,medium,227,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
7D75QXBD,West,GTX Plus Basic,1096.00,small,227,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
N3GVE0VP,West,GTK 500,26768.00,large,227,open,stale,0.600000,0.35,0.21000000,5621.2800000000,1
OK39IHP1,West,MG Special,55.00,small,227,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
CX4ZLSDW,East,MG Special,55.00,small,227,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
UFL6ZQDV,West,GTX Basic,550.00,small,227,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
MGD7DZAU,West,GTX Basic,550.00,small,226,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
BRFHWGVC,West,GTX Plus Basic,1096.00,small,226,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
8Z4ZMS9U,East,MG Advanced,3393.00,small,226,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
JL9ERNVY,East,GTX Plus Pro,5482.00,medium,225,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
JM5GDLEF,East,GTXPro,0.00,unknown,225,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
CX0SXNCN,East,GTX Basic,550.00,small,224,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
RE3UNESR,West,GTX Basic,550.00,small,224,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
PPUSV3RG,West,GTX Plus Pro,5482.00,medium,224,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
WM7XURV6,East,GTX Plus Basic,1096.00,small,223,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
6I125KPN,East,MG Advanced,3393.00,small,223,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
2YLXKON1,West,MG Advanced,3393.00,small,223,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
ZJQKUIZ4,West,MG Special,55.00,small,223,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
WS3BIQ4S,West,GTX Plus Pro,5482.00,medium,223,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
U177IWW0,West,GTX Plus Basic,1096.00,small,223,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
SWEQFKRF,East,GTXPro,0.00,unknown,223,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
HYSOZRCG,East,GTX Plus Basic,1096.00,small,222,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
41RF80KQ,East,GTX Plus Pro,5482.00,medium,222,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
CYB0NUCJ,East,MG Special,55.00,small,222,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
3H3TNCP5,West,GTX Plus Basic,1096.00,small,222,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
11V16SZZ,East,GTX Basic,550.00,small,221,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
3IWUUUCN,West,GTXPro,0.00,unknown,221,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
K7TV5UBZ,West,GTX Plus Pro,5482.00,medium,221,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
4G0X8VHP,West,MG Advanced,3393.00,small,221,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
6BIZ2MB6,West,MG Special,55.00,small,221,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
0STR2QEA,East,GTX Plus Pro,5482.00,medium,220,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
Y2EC6KYG,West,MG Advanced,3393.00,small,220,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
2PI827MA,West,GTXPro,0.00,unknown,220,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
ZK4S74FD,West,GTX Plus Pro,5482.00,medium,220,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
E5V4WT18,West,MG Special,55.00,small,220,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
7AXR8U55,East,MG Advanced,3393.00,small,219,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
7X0T2QOL,West,MG Advanced,3393.00,small,219,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
7KKFQ7LX,West,MG Advanced,3393.00,small,219,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
IBZI95HI,West,GTX Plus Basic,1096.00,small,219,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
3ATYY665,West,GTXPro,0.00,unknown,219,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
EPSIB2JR,East,MG Special,55.00,small,219,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
G1L2YY5P,West,GTX Basic,550.00,small,219,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
DC2JL47C,East,GTXPro,0.00,unknown,218,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
GMN9KQN2,East,GTXPro,0.00,unknown,218,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
VXTVHC1Z,East,GTX Plus Pro,5482.00,medium,217,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
BO1ZOZG2,West,GTX Plus Basic,1096.00,small,217,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
OERROEPM,West,GTX Basic,550.00,small,217,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
MWSPTOQK,West,GTXPro,0.00,unknown,217,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
RY6T3GLC,East,GTXPro,0.00,unknown,216,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
8G3HB5S6,West,GTX Basic,550.00,small,216,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
MPME6VZD,West,GTX Plus Basic,1096.00,small,216,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
EUYJDW9C,West,GTXPro,0.00,unknown,216,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
YRTI0EKE,West,GTX Basic,550.00,small,216,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
UMXZFLO8,West,GTXPro,0.00,unknown,216,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
QNVW1NSS,East,MG Advanced,3393.00,small,215,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
GIPPUV2F,West,GTX Plus Basic,1096.00,small,214,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
HTBPSC2D,West,GTX Basic,550.00,small,214,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
SIBR2J01,West,MG Special,55.00,small,214,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
UGTXH980,East,GTXPro,0.00,unknown,213,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
ZTVWSE98,West,MG Special,55.00,small,213,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
SPV7OJTH,East,MG Advanced,3393.00,small,212,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
N7G1TU1X,West,MG Advanced,3393.00,small,212,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
CUV49MUR,East,GTXPro,0.00,unknown,212,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
7VMOJBPN,West,GTXPro,0.00,unknown,211,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
YTGQKC7A,West,MG Special,55.00,small,211,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
F8QQEW1W,West,GTX Plus Basic,1096.00,small,210,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
4LXUITP3,West,GTX Basic,550.00,small,210,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
GXC8JN36,West,GTXPro,0.00,unknown,210,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
XTE9XJTS,West,MG Special,55.00,small,210,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
PIFPDJMN,West,GTX Basic,550.00,small,209,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
7J0ZLDB1,West,MG Special,55.00,small,209,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
XQY4Z4KI,East,MG Special,55.00,small,208,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
9GYIYGHW,East,MG Advanced,3393.00,small,208,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
DW29KM30,West,MG Advanced,3393.00,small,207,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
RKVXBXBM,West,MG Special,55.00,small,207,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
C6TQMD3C,West,GTX Plus Pro,5482.00,medium,207,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
IQMW1VDP,East,MG Special,55.00,small,207,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
R9AVNYCO,West,GTX Plus Basic,1096.00,small,207,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
G1AKE0NR,West,GTXPro,0.00,unknown,207,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
AY3KTIXX,West,GTX Plus Pro,5482.00,medium,206,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
S2J63YRV,East,MG Special,55.00,small,206,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
D17T8PTH,West,GTX Basic,550.00,small,206,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
FHM7LYZ3,East,MG Special,55.00,small,205,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
REO3FMSB,East,MG Advanced,3393.00,small,205,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
BJJQSJD8,East,GTX Plus Basic,1096.00,small,205,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
T56J7ES7,West,GTX Plus Basic,1096.00,small,205,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
GG85QBTM,West,GTK 500,26768.00,large,204,open,stale,0.600000,0.35,0.21000000,5621.2800000000,1
LC2RIMSX,West,GTXPro,0.00,unknown,204,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
RUAU1ORD,West,GTX Basic,550.00,small,204,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
ZI89S9HC,West,MG Advanced,3393.00,small,203,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
5653N8BM,East,GTX Plus Basic,1096.00,small,203,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
477HSG28,West,GTX Basic,550.00,small,203,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
YT34YUZN,East,GTXPro,0.00,unknown,202,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
MCA0202R,West,GTX Basic,550.00,small,202,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
3A7G5K0E,West,GTX Basic,550.00,small,202,open,stale,0.668097,0.35,0.23383395,128.6086725000,1
WWCMITY9,West,GTXPro,0.00,unknown,202,open,stale,0.631501,0.35,0.22102535,0.0000000000,1
TNWCER5C,East,GTX Plus Basic,1096.00,small,202,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
SE6OIGYN,East,GTX Plus Basic,1096.00,small,202,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
WTAM4BED,East,MG Special,55.00,small,201,open,stale,0.668097,0.35,0.23383395,12.8608672500,1
7HSRDCCK,West,GTX Plus Pro,5482.00,medium,201,open,stale,0.707048,0.35,0.24746680,1356.6129976000,1
WA4TPQ5U,West,GTX Plus Basic,1096.00,small,201,open,stale,0.668097,0.35,0.23383395,256.2820092000,1
C7ODMOS2,West,MG Advanced,3393.00,small,201,open,stale,0.668097,0.35,0.23383395,793.3985923500,1
JS5N8USN,East,GTX Plus Basic,1096.00,small,200,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
3VC45PML,West,GTX Basic,550.00,small,200,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
5URQT67R,West,GTK 500,26768.00,large,200,open,aging,0.600000,0.65,0.39000000,10439.5200000000,1
YX4E972E,West,GTXPro,0.00,unknown,200,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
ZU3GICE9,West,GTX Basic,550.00,small,199,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
OXNWRI4I,West,MG Special,55.00,small,199,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
HKV37WU9,West,GTX Basic,550.00,small,199,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
YXXWQA4G,West,MG Advanced,3393.00,small,199,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
L1YN7LDL,East,MG Special,55.00,small,198,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
NEFPSWOJ,West,GTX Plus Basic,1096.00,small,198,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
PFKDTEYU,East,GTXPro,0.00,unknown,198,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
3C5GNT3Q,West,MG Special,55.00,small,198,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
0LRVHITK,East,MG Special,55.00,small,198,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
HABN7JBG,West,GTX Basic,550.00,small,197,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
2O76H591,West,MG Advanced,3393.00,small,197,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
KSOW4MUK,West,GTX Basic,550.00,small,197,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
FHYD80FB,West,GTXPro,0.00,unknown,197,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
1ORXGKVH,West,GTXPro,0.00,unknown,197,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
EGEJA2HY,West,GTX Basic,550.00,small,197,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
TIPG6R0Z,West,GTX Basic,550.00,small,197,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
H3DYTZIQ,East,GTX Plus Basic,1096.00,small,196,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
HEWKNHTH,East,GTX Plus Pro,5482.00,medium,196,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
EFIR7HGR,East,MG Advanced,3393.00,small,196,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
H176AX96,West,MG Advanced,3393.00,small,196,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
XU836DFA,West,GTX Basic,550.00,small,196,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
961ED0B1,East,GTX Plus Basic,1096.00,small,195,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
LLQCQOCR,West,GTX Plus Basic,1096.00,small,195,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
54OH0061,West,GTXPro,0.00,unknown,195,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
PCVNB0NO,West,GTX Basic,550.00,small,195,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
WEKW3XIN,East,GTX Plus Pro,5482.00,medium,194,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
E29GOFUV,West,MG Special,55.00,small,194,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
2MKG6ZDD,West,GTX Basic,550.00,small,194,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
RUFJMV3I,West,MG Special,55.00,small,194,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
KDPBAHOJ,West,MG Advanced,3393.00,small,194,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
96798U7Y,East,GTXPro,0.00,unknown,194,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
B6Z5NFV0,East,MG Advanced,3393.00,small,194,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
VH6OFWCV,West,MG Advanced,3393.00,small,194,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
BJO4VYLK,East,GTXPro,0.00,unknown,193,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
14CNQKX8,West,GTXPro,0.00,unknown,193,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
VHZFABAC,East,MG Special,55.00,small,192,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
10THTNLC,West,GTX Plus Basic,1096.00,small,192,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
QU6CFZ22,East,MG Advanced,3393.00,small,191,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
BJOY31DL,East,MG Special,55.00,small,191,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
O9WYT5ST,West,GTXPro,0.00,unknown,191,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
EBLSL27F,East,GTX Plus Pro,5482.00,medium,190,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
13FIM9V3,East,GTXPro,0.00,unknown,190,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
74KGIZW4,West,GTXPro,0.00,unknown,190,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
HSYU33MS,West,MG Special,55.00,small,190,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
Z6R4KJFU,East,GTXPro,0.00,unknown,189,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
24REVMX7,West,GTX Basic,550.00,small,189,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
AW4PSTWR,East,GTX Basic,550.00,small,189,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
2FNTCPOU,West,GTX Plus Pro,5482.00,medium,189,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
A8QRKXG3,West,GTXPro,0.00,unknown,189,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
S2SC8AP7,East,MG Special,55.00,small,189,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
ZT52DT8H,East,MG Advanced,3393.00,small,188,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
ND0OV6MQ,West,GTX Plus Basic,1096.00,small,188,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
23NAJF9W,West,GTXPro,0.00,unknown,188,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
HTF7TYQS,East,GTXPro,0.00,unknown,187,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
R443AUAG,East,GTXPro,0.00,unknown,187,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
V71FMJBD,East,MG Advanced,3393.00,small,186,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
SZAMHBGA,East,MG Advanced,3393.00,small,186,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
ZD1X3R4G,East,GTX Plus Basic,1096.00,small,185,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
EMUG64GW,West,GTX Basic,550.00,small,185,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
XYRO1TLJ,West,GTXPro,0.00,unknown,185,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
T4FR3FAC,West,MG Advanced,3393.00,small,185,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
BMH2FEGF,East,GTX Plus Basic,1096.00,small,184,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
3T23AW36,West,GTX Plus Basic,1096.00,small,184,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
JUHQ1POT,East,GTX Plus Basic,1096.00,small,183,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
FOJG3OCO,East,GTX Plus Pro,5482.00,medium,183,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
04SCU6DK,East,MG Advanced,3393.00,small,183,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
AR33M33M,West,GTX Plus Basic,1096.00,small,183,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
VSYO182N,West,GTXPro,0.00,unknown,183,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
BCA6Y34B,East,MG Advanced,3393.00,small,183,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
H9N9DP3D,West,GTX Basic,550.00,small,183,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
WQAKXOYU,East,GTXPro,0.00,unknown,182,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
HAUB1NBF,East,GTXPro,0.00,unknown,182,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
Z9S1ZX7W,East,GTX Plus Basic,1096.00,small,182,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
HLDA8IA1,West,MG Special,55.00,small,182,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
4EGO7VCJ,West,GTXPro,0.00,unknown,182,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
HIV4W2E0,West,GTX Plus Basic,1096.00,small,182,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
35LLMROC,West,GTX Basic,550.00,small,181,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
49T60OCI,East,GTX Plus Pro,5482.00,medium,180,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
W07RZO17,West,MG Advanced,3393.00,small,180,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
UGB3A3CE,West,MG Special,55.00,small,180,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
AWORM94L,East,GTX Basic,550.00,small,179,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
SXYJU7LC,West,GTX Basic,550.00,small,179,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
QP0QCP8Y,West,GTX Plus Pro,5482.00,medium,179,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
K7056XS7,East,MG Advanced,3393.00,small,179,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
BRFZCNMP,East,GTX Plus Basic,1096.00,small,178,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
E2KGQVEO,East,MG Advanced,3393.00,small,178,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
81PWOUF0,West,GTXPro,0.00,unknown,178,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
CFI2GXN1,East,GTXPro,0.00,unknown,177,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
5M5TW9RC,East,GTX Plus Basic,1096.00,small,177,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
K1K48OTP,West,GTX Plus Pro,5482.00,medium,177,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
YYTZSTL0,East,GTX Plus Pro,5482.00,medium,177,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
ORM1IRQ2,East,MG Special,55.00,small,177,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
QU220OFI,East,GTX Basic,550.00,small,176,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
B3A6VXVQ,East,GTX Basic,550.00,small,176,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
QKXCMJVB,West,GTX Basic,550.00,small,176,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
0D37PQA0,East,GTX Plus Basic,1096.00,small,176,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
D193SPY4,East,MG Special,55.00,small,176,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
NK1B8YME,East,GTX Plus Pro,5482.00,medium,175,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
OT26ZUZ7,East,GTXPro,0.00,unknown,175,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
HI9S2MRZ,West,GTX Plus Basic,1096.00,small,175,open,aging,0.668097,0.65,0.43426305,475.9523028000,1
6AO6E15O,West,GTXPro,0.00,unknown,175,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
OW9OM3UO,West,MG Advanced,3393.00,small,175,open,aging,0.668097,0.65,0.43426305,1473.4545286500,1
CQYAMIQ3,West,GTXPro,0.00,unknown,175,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
QV3TAWDT,East,GTXPro,0.00,unknown,174,open,aging,0.631501,0.65,0.41047565,0.0000000000,1
USJWM3F3,East,GTX Basic,550.00,small,174,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
0T9KUEQ2,East,GTX Plus Pro,5482.00,medium,173,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
JB3J080M,West,GTX Plus Pro,5482.00,medium,173,open,aging,0.707048,0.65,0.45958120,2519.4241384000,1
21OMR381,East,MG Special,55.00,small,172,open,aging,0.668097,0.65,0.43426305,23.8844677500,1
X9HFP474,East,GTX Basic,550.00,small,172,open,aging,0.668097,0.65,0.43426305,238.8446775000,1
